,open,high,low,close,volume,Date,Year,Month,Day
1080,2.51,2.6,2.51,2.56,2918000,2022-05-17,2022,5,17
1014,3.3,3.44,3.25,3.26,7730500,2022-02-03,2022,2,3
1013,3.25,3.25,3.2,3.23,1374000,2022-02-02,2022,2,2
1012,3.18,3.25,3.18,3.23,3010000,2022-02-01,2022,2,1
1011,3.16,3.16,3.12,3.13,895000,2022-01-31,2022,1,31
1010,3.14,3.16,3.1,3.13,3099500,2022-01-28,2022,1,28
1009,3.11,3.13,3.08,3.11,6490500,2022-01-27,2022,1,27
1008,3.1,3.12,3.05,3.07,3291500,2022-01-26,2022,1,26
1007,3.15,3.15,3.07,3.09,4628500,2022-01-25,2022,1,25
1006,3.14,3.14,3.08,3.09,3145500,2022-01-24,2022,1,24
1005,3.13,3.17,3.1,3.1,3773000,2022-01-21,2022,1,21
1004,3.16,3.16,3.08,3.1,11450000,2022-01-20,2022,1,20
1003,3.26,3.26,3.14,3.16,3861000,2022-01-19,2022,1,19
1002,3.3,3.32,3.25,3.26,2048000,2022-01-18,2022,1,18
1001,3.31,3.32,3.26,3.27,2484500,2022-01-17,2022,1,17
1000,3.34,3.36,3.31,3.32,2720500,2022-01-14,2022,1,14
999,3.38,3.38,3.3,3.33,2190500,2022-01-13,2022,1,13
1030,3.17,3.33,3.17,3.28,5461000,2022-02-25,2022,2,25
1029,3.22,3.3,3.1,3.22,14456500,2022-02-24,2022,2,24
1028,3.25,3.35,3.2,3.26,2476000,2022-02-23,2022,2,23
1027,3.31,3.31,3.17,3.25,7408500,2022-02-22,2022,2,22
1026,3.44,3.44,3.27,3.3,8946500,2022-02-21,2022,2,21
1025,3.41,3.54,3.41,3.48,8799000,2022-02-18,2022,2,18
1024,3.55,3.55,3.41,3.47,8856000,2022-02-17,2022,2,17
1023,3.67,3.67,3.48,3.59,23646000,2022-02-16,2022,2,16
1022,3.43,3.57,3.37,3.53,22714500,2022-02-15,2022,2,15
1021,3.39,3.49,3.27,3.42,6439000,2022-02-14,2022,2,14
1020,3.23,3.59,3.24,3.42,11988500,2022-02-11,2022,2,11
1019,3.39,3.39,3.24,3.26,5218000,2022-02-10,2022,2,10
1018,3.34,3.49,3.34,3.38,13780000,2022-02-09,2022,2,9
1017,3.2,3.37,3.2,3.35,10169500,2022-02-08,2022,2,8
1016,3.24,3.24,3.17,3.18,2414500,2022-02-07,2022,2,7
1015,3.3,3.3,3.2,3.22,2483500,2022-02-04,2022,2,4
1046,2.99,3.03,2.93,2.98,2323500,2022-03-21,2022,3,21
1045,3.0,3.04,2.88,2.92,8827000,2022-03-18,2022,3,18
1044,3.01,3.07,2.97,3.02,4858500,2022-03-17,2022,3,17
1043,3.07,3.14,3.0,3.02,6643000,2022-03-16,2022,3,16
1042,3.03,3.07,2.99,3.03,2453500,2022-03-15,2022,3,15
1041,3.04,3.08,3.02,3.05,1017000,2022-03-14,2022,3,14
1040,3.06,3.09,3.03,3.08,2350000,2022-03-11,2022,3,11
1039,3.1,3.15,3.04,3.06,4782000,2022-03-10,2022,3,10
1038,3.03,3.13,3.02,3.08,4318500,2022-03-09,2022,3,9
1037,3.1,3.14,3.04,3.08,2408000,2022-03-08,2022,3,8
1036,3.18,3.18,3.04,3.09,4581000,2022-03-07,2022,3,7
1035,3.19,3.2,3.13,3.15,1600000,2022-03-04,2022,3,4
1034,3.2,3.28,3.1,3.2,7600000,2022-03-03,2022,3,3
1033,3.24,3.24,3.2,3.2,1081500,2022-03-02,2022,3,2
1032,3.3,3.34,3.22,3.26,5841000,2022-03-01,2022,3,1
1031,3.24,3.32,3.19,3.27,5003000,2022-02-28,2022,2,28
1062,3.06,3.19,3.03,3.06,17800000,2022-04-13,2022,4,13
1061,3.13,3.13,3.01,3.07,7524500,2022-04-12,2022,4,12
1060,3.02,3.13,3.02,3.1,11358000,2022-04-11,2022,4,11
1058,2.95,2.95,2.9,2.9,7698000,2022-04-07,2022,4,7
1057,2.92,2.97,2.9,2.91,5265000,2022-04-06,2022,4,6
1056,2.9,2.98,2.89,2.91,5705000,2022-04-05,2022,4,5
1055,3.0,3.08,2.88,2.92,16012000,2022-04-04,2022,4,4
1054,3.12,3.12,3.05,3.1,6072000,2022-04-01,2022,4,1
1053,3.11,3.22,2.92,3.14,56072000,2022-03-31,2022,3,31
1052,3.09,3.24,2.9,3.11,38419500,2022-03-30,2022,3,30
1051,3.06,3.16,3.0,3.11,11176000,2022-03-29,2022,3,29
1050,2.91,3.1,2.88,3.02,6608000,2022-03-28,2022,3,28
1049,2.93,2.94,2.9,2.91,5963000,2022-03-25,2022,3,25
1048,2.93,2.94,2.89,2.92,3167000,2022-03-24,2022,3,24
1047,2.94,3.0,2.9,2.93,3953500,2022-03-22,2022,3,22
998,3.37,3.39,3.3,3.34,5464500,2022-01-12,2022,1,12
997,3.39,3.39,3.29,3.32,5735000,2022-01-11,2022,1,11
996,3.33,3.35,3.3,3.32,1713000,2022-01-10,2022,1,10
995,3.33,3.34,3.27,3.32,1884000,2022-01-07,2022,1,7
994,3.38,3.38,3.28,3.3,5077500,2022-01-06,2022,1,6
993,3.4,3.42,3.36,3.38,2162500,2022-01-05,2022,1,5
992,3.31,3.49,3.3,3.42,6681000,2022-01-04,2022,1,4
991,3.39,3.39,3.3,3.32,6153000,2022-01-03,2022,1,3
1079,2.65,2.66,2.5,2.54,5205000,2022-05-16,2022,5,16
1078,2.58,2.71,2.57,2.66,1409500,2022-05-13,2022,5,13
1077,2.69,2.69,2.53,2.64,3209000,2022-05-12,2022,5,12
1090,2.64,2.7,2.61,2.62,1674000,2022-05-31,2022,5,31
1059,2.94,2.95,2.88,2.93,6916000,2022-04-08,2022,4,8
1076,2.7,2.7,2.51,2.6,6320500,2022-05-11,2022,5,11
1075,2.69,2.73,2.65,2.7,6111500,2022-05-10,2022,5,10
