Date,Open,High,Low,Close,Volume
4/25/2018,200.79,200.79,198.51,199.17,186800
4/26/2018,199.99,200,193.99,195.97,1507700
4/27/2018,197,198.48,195,196.5,1792500
4/30/2018,197.22,199.5,192.5,194.7,1038700
5/2/2018,196,196,190.12,191.07,1244600
5/3/2018,191.25,194.4,183.5,184.98,1477300
5/4/2018,183.1,185,180.07,181.75,895900
5/7/2018,180,181,177,178.01,714500
5/8/2018,177.05,178.3,175,176.52,1388000
5/9/2018,177.1,177.98,173,176.06,1882200
5/10/2018,177.01,178.5,174,174.57,1138100
5/11/2018,172.31,176.5,172.31,175.79,192000
5/14/2018,175.5,175.5,169.49,170.02,950200
5/15/2018,170.46,172,168.5,170.01,1547000
5/16/2018,170.95,170.99,169.2,170.12,546800
5/17/2018,169.12,170.98,167.5,168.68,446200
5/18/2018,169,170,166.99,167.93,423100
5/21/2018,170.9,172,168,171.75,1227500
5/22/2018,171,176,171,175.17,1312900
5/23/2018,175.6,180.5,174,175.06,851300
5/24/2018,174,177.01,173,174.67,565600
5/25/2018,173.01,176.49,170,170.61,562200
5/28/2018,173.95,174.5,169.01,170.53,693200
5/29/2018,168.52,174.7,168.52,174.1,298400
5/30/2018,174,174,169,169.46,1429600
5/31/2018,169.05,175.5,166.56,171.19,2840200
6/1/2018,165,174.25,165,172.91,1123500
6/4/2018,172,176.49,171,174.8,2057700
6/5/2018,175,183.54,174.02,181.72,1459400
6/6/2018,181,189.74,180.02,189.47,2251200
6/7/2018,190,190.8,184.11,184.88,1147000
6/11/2018,184.99,190.99,183,188.82,1887300
6/12/2018,187.03,189.99,181,182.28,441500
6/13/2018,182.5,185.25,181.25,183.53,595200
6/14/2018,183.6,185,180,181.24,1778400
6/19/2018,181.99,182,178,179.81,1486900
6/20/2018,179.39,179.5,172.67,173.45,1245900
6/21/2018,172,172,167.06,167.79,2413900
6/22/2018,167.78,169.69,163.25,163.86,3013200
6/25/2018,163.86,166.5,161.12,164.99,1842500
6/26/2018,165.79,167.75,164.1,165.15,2101000
6/27/2018,166.7,168.25,164,164.44,1152600
6/28/2018,164.1,166.25,162.01,164.72,962600
6/29/2018,164,167,164,166.44,1015100
7/2/2018,167.89,169.5,167,168.59,442400
7/3/2018,169.39,169.5,167,167.1,365800
7/4/2018,166.5,166.5,160.12,161.44,665500
7/5/2018,162.7,163,160,160.8,837900
7/6/2018,163.89,163.89,158.5,160.77,395000
7/9/2018,162,162,156.04,156.76,1117500
7/10/2018,157.05,162.75,155.1,161.32,1972900
7/11/2018,160,163,157.05,158.59,942000
7/12/2018,158.3,161,155,159.95,996600
7/13/2018,159,167.94,159,167.94,2358100
7/16/2018,170,171,160,164.04,3641800
7/17/2018,163.5,165.99,161.3,163.6,784300
7/18/2018,164.5,170.5,164.5,170.01,2095800
7/19/2018,175,176,172.25,174.88,1750900
7/20/2018,175,175,170,170.71,978100
7/23/2018,170,171.8,166.1,167.06,854000
7/24/2018,167,170.55,165.75,169.95,1819100
7/26/2018,175,175,169.99,172.35,1845600
7/27/2018,173.49,180.95,171.6,179.66,2799700
7/30/2018,183,188.6,181.6,185.47,2940700
7/31/2018,185.52,185.52,176.6,177.58,1794000
8/1/2018,175.3,179.5,172,176.09,619500
8/2/2018,176.95,177.51,167.29,167.29,2233800
8/3/2018,161.5,164,159.03,162.05,5034700
8/6/2018,162.7,165,162,162.52,770400
8/7/2018,163.8,165.5,160.46,161.08,1039000
8/8/2018,161.25,162.75,160,161.12,646400
8/9/2018,160.28,162,160,161.6,703300
8/10/2018,161.98,162.49,159.81,160.95,1802500
8/13/2018,161.2,161.85,158.05,158.27,557800
8/15/2018,158.88,159.39,156,156.58,403400
8/16/2018,155.4,156.5,151.02,151.96,2042100
8/17/2018,152.02,154.05,151.13,151.74,2536300
8/20/2018,152.98,156.98,151.6,154.07,1224000
8/24/2018,155,156,152.4,152.97,676300
8/27/2018,153,154,152.25,153.49,992900
8/28/2018,153.9,154.1,153,153.61,830400
8/29/2018,153.94,154.35,153.5,153.74,235900
8/30/2018,154,154,151.01,151.52,573400
8/31/2018,151.75,152.8,150.5,151.03,1475100
9/3/2018,151.5,152,150.51,151.42,348100
9/4/2018,151.7,152.65,151.1,152,241500
9/5/2018,152.3,152.89,150.4,152.28,974200
9/6/2018,152.72,154.8,151.82,154.09,656900
9/7/2018,154.9,154.9,151.25,151.89,379500
9/10/2018,151.21,152.5,147.05,148.1,958100
9/11/2018,148.89,149.99,146.2,147.11,308500
9/12/2018,148.49,148.49,145.8,146.5,325600
9/13/2018,147,148.61,144.05,147.48,1252100
9/14/2018,148.5,148.5,142.06,144.69,4929900
9/17/2018,144.69,144.69,141.35,143.24,938900
9/18/2018,143.98,146.5,141.72,145.46,2683200
9/19/2018,146,148.99,143.5,146.67,1296900
9/24/2018,147.5,151,147,148.44,1171400
9/25/2018,148.99,149.98,148,148.45,246300
9/26/2018,149,149,145.51,146.86,421000
9/27/2018,147,148,145.7,147.38,419500
9/28/2018,148,152,146.5,151.37,1229500
10/1/2018,152.5,152.99,150.13,151.81,459500
10/2/2018,152.79,152.79,148.51,149.05,381200
10/3/2018,149.56,149.98,148,148.18,81800
10/4/2018,148.99,148.99,144.02,144.87,219800
10/5/2018,144.15,146.5,138.48,142.05,1167100
10/8/2018,140.51,142,134.95,134.95,1785300
10/9/2018,136,141.69,134,135.93,3460200
10/10/2018,137.79,139.48,134.51,137.88,2068600
10/11/2018,138.49,138.49,133.05,133.87,439900
10/12/2018,132.61,132.79,127.5,131.35,2528100
10/15/2018,131.25,133.99,126.51,130.18,2186800
10/16/2018,130.5,132.99,127,127.99,1213400
10/17/2018,129.49,130.5,128,129.72,1053900
10/18/2018,128.55,131,125.15,127.94,1309400
10/19/2018,126.61,128.5,125.5,127.1,1485800
10/22/2018,127.8,130.97,127.51,129.01,2559300
10/23/2018,128.25,128.5,125,125.1,1200800
10/24/2018,129,131.35,129,131.35,2804200
10/25/2018,133,136.99,124.79,125.62,8518600
10/26/2018,125,131.9,123.51,131.78,5299800
10/29/2018,135.1,138.36,134.5,138.36,3028700
10/30/2018,139,145.27,138.36,144.92,3609000
10/31/2018,145.1,147.49,141.76,145.65,1765700
11/1/2018,145,146.5,142.5,144.34,1427000
11/2/2018,144.2,150.1,144.2,147.14,2751900
11/5/2018,146.5,146.5,142,145.42,1032700
11/6/2018,145.42,145.9,138.15,141.89,1784500
11/7/2018,144,144.89,141.99,143.34,1095300
11/8/2018,144,144.1,140.1,141.54,507800
11/9/2018,138.72,143,138.72,139.1,811300
11/12/2018,141,141.95,137.56,137.91,844100
11/13/2018,138,139,136.3,138.23,359000
11/14/2018,137,142.9,135.99,139.26,1508600
11/15/2018,140,146.22,139.11,146.1,2684400
11/16/2018,146.5,148.5,144,144.89,1207400
11/19/2018,144,145.5,141.55,142.33,630400
11/20/2018,143.99,143.99,141.16,142.11,222300
11/22/2018,140.5,142.5,135.26,136.46,1263600
11/23/2018,135.15,137.75,132.48,136.65,1388900
11/26/2018,137,140,137,138.78,812100
11/27/2018,139.9,143.11,137.5,142.64,1512700
11/28/2018,143.4,145,140.51,141,685500
11/29/2018,141.5,143.25,139.98,142.61,1776000
11/30/2018,142.5,146,136.99,139.86,7556700
12/3/2018,141.51,141.9,132.87,134.41,3315000
12/4/2018,135.9,138.53,135,138.1,1331200
12/5/2018,138.75,138.75,133.51,136.02,2092800
12/6/2018,136.2,137.5,132,132.52,2431600
12/7/2018,132,133.99,130.99,132.51,769300
