"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Summary of Foreign Investment in Pakistan","28-Feb-2006","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","28-Feb-2006","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-23.431059","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2006","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","120.429538","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2006","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","164.640489","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2006","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","123.429538","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2006","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","127.215251","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2006","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","3.785713","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2006","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","41.210951","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2006","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","41.210951","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2006","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2006","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-44.210951","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2006","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-44.210951","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2006","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2006","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-44.210951","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2005","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","432.213818","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2005","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","457.54422","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2005","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","369.213818","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2005","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","372.273708","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2005","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","3.05989","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2005","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","88.330402","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2005","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","88.330402","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2005","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2005","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-25.330402","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2005","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-25.330402","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2005","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2005","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-25.330402","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2005","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","325.44557","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2005","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","327.057312","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2005","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","272.44557","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2005","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","400.683359","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2005","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","128.237789","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2005","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","54.611742","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2005","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","54.611742","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2005","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2005","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-1.611742","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2005","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-1.611742","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2005","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2005","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-1.611742","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2005","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","202.915849","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2005","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","212.319859","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2005","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","140.915849","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2005","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","143.952762","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2005","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","3.036913","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2005","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","71.40401","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2005","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","71.40401","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2005","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2005","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-9.40401","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2005","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-9.40401","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2005","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2005","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-9.40401","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2005","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","181.891783","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2005","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","187.828211","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2005","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","107.891783","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2005","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","128.225841","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2005","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","20.334058","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2005","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","79.936428","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2005","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","79.936428","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2005","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2005","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-5.936428","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2005","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-5.936428","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2005","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2005","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-5.936428","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2005","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","120.235862","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2005","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","129.412048","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2005","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","106.235862","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2005","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","109.272775","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2005","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","3.036913","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2005","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","23.176186","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Aug-2005","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","23.176186","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2005","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2005","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-9.176186","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Aug-2005","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-9.176186","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Aug-2005","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2005","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-9.176186","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2005","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","158.602527","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2005","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","166.415544","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2005","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","124.602527","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2005","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","127.647476","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2005","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","3.044949","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2005","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","41.813017","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jul-2005","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","41.813017","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2005","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2005","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-7.813017","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jul-2005","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-7.813017","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jul-2005","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2005","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-7.813017","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Jun-2005","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","","Million USD","Missing value","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2005","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","505.740492","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2005","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","494.290072","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2005","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","499.078381","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2005","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","4.788309","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2005","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","11.5","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Jun-2005","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","11.5","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Jun-2005","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","","Million USD","Missing value","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Jun-2005","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","","Million USD","Missing value","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Jun-2005","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","","Million USD","Missing value","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Jun-2005","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","","Million USD","Missing value","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Jun-2005","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","","Million USD","Missing value","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-May-2005","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","","Million USD","Missing value","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-May-2005","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","143.870157","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-May-2005","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","138.195794","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-May-2005","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","140.274207","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-May-2005","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","2.078413","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-May-2005","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","5.7","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-May-2005","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","5.7","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-May-2005","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","","Million USD","Missing value","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-May-2005","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","","Million USD","Missing value","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-May-2005","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","","Million USD","Missing value","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-May-2005","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","","Million USD","Missing value","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-May-2005","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","","Million USD","Missing value","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Apr-2005","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","","Million USD","Missing value","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2005","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","126.272243","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2005","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","98.942454","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2005","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","106.604412","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2005","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","7.661958","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2005","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","27.3","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Apr-2005","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","27.3","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Apr-2005","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","","Million USD","Missing value","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Apr-2005","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","","Million USD","Missing value","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Apr-2005","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","","Million USD","Missing value","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Apr-2005","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","","Million USD","Missing value","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Apr-2005","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","","Million USD","Missing value","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Mar-2005","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","","Million USD","Missing value","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2005","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","220.792287","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2005","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","194.962869","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2005","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","196.927417","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2005","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","1.964548","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2005","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","25.8","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Mar-2005","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","25.8","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Mar-2005","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","","Million USD","Missing value","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Mar-2005","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","","Million USD","Missing value","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Mar-2005","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","","Million USD","Missing value","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Mar-2005","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","","Million USD","Missing value","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Mar-2005","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","","Million USD","Missing value","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","28-Feb-2005","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","","Million USD","Missing value","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2005","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","73.028476","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2005","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","82.571292","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2005","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","85.843249","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2005","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","3.271957","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2005","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-9.5","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","28-Feb-2005","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-9.5","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
