"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Summary of Foreign Investment in Pakistan","31-Mar-2021","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","128.6430787","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","28-Feb-2021","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","140.1507101","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2021","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","118.870975","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2021","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","136.966487","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2021","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","208.524931","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2021","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","71.558444","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2021","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-18.09551202","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","28-Feb-2021","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-18.09551202","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","28-Feb-2021","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","28-Feb-2021","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","21.2797351","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","28-Feb-2021","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","21.2797351","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","28-Feb-2021","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","28-Feb-2021","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","21.2797351","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2021","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","217.6265697","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2021","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","177.3022469","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2021","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","168.4933343","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2021","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","268.0592943","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2021","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","99.56596","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2021","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","8.80891261","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2021","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","8.80891261","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2021","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2021","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","40.3243228","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2021","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","40.3243228","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2021","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2021","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","40.3243228","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2020","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","177.3176869","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2020","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","109.6327194","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2020","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","167.5170482","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2020","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","255.7690792","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2020","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","88.252031","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2020","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-57.8843288","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2020","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-57.8843288","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2020","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2020","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","67.6849675","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2020","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","67.6849675","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2020","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2020","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","67.6849675","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2020","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","-45.8506423","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2020","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","-65.4844838","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2020","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","-26.515818","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2020","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","312.673782","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2020","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","339.1896","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2020","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-38.9686658","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2020","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-38.9686658","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2020","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2020","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","19.6338415","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2020","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","19.6338415","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2020","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2020","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","19.6338415","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2020","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","25.7088245","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2020","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","269.3900185","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2020","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","306.477918","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2020","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","376.81025","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2020","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","70.332332","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2020","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-37.0878995","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2020","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-37.0878995","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2020","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2020","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-243.681194","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2020","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-243.681194","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2020","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2020","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-243.681194","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2020","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","167.3530564","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2020","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","145.4312905","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2020","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","177.658901","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2020","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","277.853722","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2020","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","100.194821","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2020","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-32.2276105","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2020","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-32.2276105","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2020","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2020","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","21.9217659","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2020","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","21.9217659","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2020","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2020","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","21.9217659","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2020","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","92.531088","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2020","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","98.8583033","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2020","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","101.930232","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2020","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","193.019443","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2020","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","91.089211","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2020","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-3.0719287","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Aug-2020","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-3.0719287","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2020","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2020","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-6.3272153","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Aug-2020","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-6.3272153","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Aug-2020","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2020","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-6.3272153","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2020","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","-21.0989478","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2020","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","31.9171406","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2020","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","105.114764","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2020","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","180.272729","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2020","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","75.157965","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2020","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-73.1976234","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jul-2020","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-73.1976234","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2020","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2020","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-53.0160884","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jul-2020","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-53.0160884","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jul-2020","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2020","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-53.0160884","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Jun-2020","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","179.6313354","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2020","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","131.605879","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2020","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","174.796317","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2020","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","225.636328","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2020","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","50.840011","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2020","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-43.190438","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Jun-2020","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-43.190438","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Jun-2020","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Jun-2020","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","48.0254564","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Jun-2020","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","48.0254564","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Jun-2020","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Jun-2020","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","48.0254564","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-May-2020","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","10.8065041","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-May-2020","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","65.602334","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-May-2020","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","121.394684","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-May-2020","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","204.98901","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-May-2020","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","83.594326","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-May-2020","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-55.79235","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-May-2020","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-55.79235","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-May-2020","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-May-2020","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-54.7958299","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-May-2020","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-54.7958299","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-May-2020","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-May-2020","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-54.7958299","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Apr-2020","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","-493.646822","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2020","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","71.951936","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2020","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","151.070085","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2020","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","192.645197","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2020","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","41.575112","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2020","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-79.118149","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Apr-2020","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-79.118149","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Apr-2020","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Apr-2020","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-565.598758","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Apr-2020","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-565.598758","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Apr-2020","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Apr-2020","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-565.598758","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Mar-2020","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","-1628.597271","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2020","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","201.462381","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2020","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","278.732371","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2020","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","319.843206","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2020","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","41.110835","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2020","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-77.26999","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
